"SKU","Balance","InOrder"

"1083691","22","0"

"1083692","24","0"

"1083693","23","0"

"1083694","20","0"

"1083695","1","1"

"1083696","9","1"

"1083697","40","0"
"1083698","3","0"

"1083699","9","0"

"1080658","20","0"

"1080659","20","0"

"1080646","15","0"

"1080647","18","0"

"1080648","18","0"

"1080649","4","0"

"1080650","14","0"

"1080651","14","0"

"1080652","18","0"

"1080653","17","0"

"1080654","18","0"

"1080655","19","0"

"1080656","20","0"

"1080657","19","0"

"1083812","5","1"

"1083813","37","0"

"1083814","5","1"

"1083815","7","1"

"1083838","5","0"

"1083837","2","0"

"1083839","6","0"

"1083840","2","0"

"1083841","2","2"

"1083842","9","1"

"1083843","7","1"

"1083844","4","0"

"1083845","9","0"

"1083846","3","0"

"1083847","4","0"

"1083836","6","0"

"1083835","7","0"

"1083834","5","0"

"1083833","4","0"

"1083832","2","0"

"1083819","1","1"

"1083818","9","0"

"1083820","4","0"

"1083821","7","0"

"1083822","2","0"

"1083823","18","2"

"1083824","4","1"

"1083825","5","0"

"1083826","6","0"

"1083827","1","1"

"1083828","5","0"

"1083829","4","0"

"1083830","8","0"

"1083831","3","0"

"1084055","11","0"

"1084056","14","0"

"1084058","7","0"

"1084158","64","0"

"1084159","28","0"
"1084160","35","0"

"1084106","2","0"

"1084110","6","1"

"1084111","20","0"

"1084112","39","4"

"1084113","27","2"

"1084114","22","1"

"1084115","10","0"

"1084202","13","0"

"1084203","12","0"

"1084205","149","8"

"1084204","72","8"

"1084233","8","0"

"1084232","14","0"

"1084231","6","0"

"1084220","12","0"

"1084230","5","0"

"1084229","6","0"

"1084228","6","0"

"1084227","7","0"

"1084226","7","0"

"1084225","22","0"

"1084224","8","0"

"1084223","10","0"

"1084222","14","0"

"1084221","10","0"

"1084207","22","0"

"1084218","5","0"

"1084217","9","0"

"1084216","12","0"

"1084215","5","0"

"1084214","4","0"

"1084213","3","0"

"1084212","4","0"

"1084211","12","2"

"1084210","4","0"

"1084209","12","0"

"1084208","12","0"

"1084248","63","0"

"1084251","92","0"

"1084250","125","2"

"1084249","57","0"

"1084247","25","0"

"1084246","13","5"

"1084243","10","0"

"1084242","32","0"

"1084241","34","0"

"1084245","24","3"

"1084244","21","1"

"1084240","4","2"

"1084258","10","1"

"1084356","79","0"

"1084357","2","0"

"1084358","1","0"

"1084359","8","2"
"1084360","5","1"

"1084361","14","2"

"1084362","1","0"

"1084462","5","0"

"1084463","7","0"

"1084464","8","1"

"1084465","6","0"

"1084466","3","0"

"1084452","8","0"

"1084453","12","0"

"1084454","7","0"

"1084455","4","0"

"1084456","14","0"

"1084457","8","0"

"1084458","6","0"

"1084459","2","0"

"1084460","5","0"

"1084461","4","0"

"1084483","15","0"

"1084482","1","0"

"1084481","6","0"

"1084475","1","0"

"1084480","8","0"

"1084479","4","0"

"1084478","1","0"

"1084477","1","0"

"1084476","6","0"

"1084467","18","0"

"1084474","4","0"

"1084473","5","0"

"1084472","22","0"

"1084471","4","0"

"1084470","28","0"

"1084469","29","0"

"1084468","24","0"

"1084581","4","0"

"1084582","15","0"

"1084584","6","0"

"1084586","5","0"

"1084587","5","0"

"1084588","7","0"

"1084589","5","0"

"1084590","3","0"

"1084591","3","0"

"1084592","12","1"

"1084593","3","0"

"1084594","3","0"

"1084595","5","0"

"1084596","2","0"

"1084597","4","2"

"1084598","11","1"

"1084599","5","0"

"1084601","3","0"

"1084602","11","0"

"1084603","6","0"
"1084604","5","0"

"1084565","6","0"

"1084566","7","0"

"1084567","13","0"

"1084568","8","0"

"1084569","15","0"

"1084570","6","0"

"1084571","3","0"

"1084572","6","1"

"1084573","28","0"

"1084574","5","0"

"1084575","8","0"

"1084577","9","0"

"1084578","8","0"

"1084579","5","0"

"1084580","11","0"

"1084530","4","0"

"1084531","3","0"

"1084532","1","0"

"1084533","7","0"

"1084534","8","0"

"1084535","5","0"

"1084536","2","0"

"1084537","5","0"

"1084538","12","1"

"1084539","3","0"

"1084540","3","0"

"1084541","4","0"

"1084542","3","0"

"1084543","1","0"

"1084544","1","0"

"1084545","4","0"

"1084546","7","0"

"1084547","10","0"

"1084548","6","0"

"1084549","4","0"

"1084550","6","0"

"1084551","25","0"

"1084552","3","0"

"1084553","2","0"

"1084554","7","0"

"1084555","28","0"

"1084556","2","0"

"1084557","3","0"

"1084558","5","2"

"1084559","5","0"

"1084560","7","2"

"1084561","4","0"

"1084562","6","0"

"1084563","7","0"

"1084564","7","0"

"1084502","7","0"

"1084503","2","0"

"1084504","6","0"

"1084505","4","0"
"1084506","5","0"

"1084507","9","0"

"1084508","4","0"

"1084509","3","0"

"1084510","2","0"

"1084511","7","0"

"1084512","5","0"

"1084513","6","0"

"1084514","8","0"

"1084515","7","0"

"1084516","6","0"

"1084517","2","0"

"1084518","5","0"

"1084519","7","0"

"1084520","11","4"

"1084521","10","0"

"1084522","1","0"

"1084523","14","1"

"1084524","3","0"

"1084525","7","1"

"1084526","7","0"

"1084527","7","0"

"1084528","9","2"

"1084529","9","0"

"1084788","5","0"

"1084771","9","0"

"1084772","10","0"

"1084773","5","0"

"1084774","3","0"

"1084775","10","0"

"1084777","5","1"

"1084778","5","0"

"1084779","3","0"

"1084782","6","0"

"1084783","4","0"

"1084784","4","0"

"1084785","10","0"

"1084786","4","0"

"1084787","10","0"

"1084780","8","0"

"1084757","4","0"

"1084755","10","0"

"1084754","2","0"

"1084753","5","0"

"1084752","6","0"

"1084751","5","0"

"1084750","6","0"

"1084749","1","0"

"1084748","7","0"

"1084747","5","0"

"1084745","4","0"

"1084746","5","0"

"1084758","3","0"

"1084759","2","0"

"1084761","2","0"
"1084762","4","0"

"1084763","4","0"

"1084764","4","0"

"1084765","4","0"

"1084766","4","0"

"1084767","2","0"

"1084768","3","0"

"1084769","4","0"

"1084770","5","0"

"1084744","6","0"

"1084723","1","0"

"1084716","3","0"

"1084717","8","1"

"1084718","3","0"

"1084719","7","0"

"1084720","5","0"

"1084721","5","0"

"1084722","2","1"

"1084724","4","0"

"1084725","4","0"

"1084726","6","0"

"1084727","6","0"

"1084728","5","0"

"1084729","2","0"

"1084731","8","0"

"1084743","1","0"

"1084742","5","0"

"1084741","5","0"

"1084740","5","0"

"1084739","4","0"

"1084738","5","0"

"1084737","6","0"

"1084736","3","0"

"1084735","143","12"

"1084734","15","0"

"1084733","37","0"

"1084732","13","0"

"1084730","4","0"

"1084702","11","1"

"1084703","11","2"

"1084704","6","0"

"1084705","35","0"

"1084706","5","0"

"1084707","8","0"

"1084709","10","0"

"1084710","6","0"

"1084711","3","0"

"1084712","11","0"

"1084713","6","0"

"1084714","4","0"

"1084715","30","0"

"1084952","4","0"

"1084955","2","0"

"1085040","6","0"

"1085033","11","0"
"1085034","14","1"

"1085035","4","1"

"1085036","1","0"

"1085038","6","0"

"1085039","5","0"

"1085024","1","0"

"1085032","5","0"

"1085031","2","0"

"1085030","5","0"

"1085029","9","0"

"1085028","7","0"

"1085016","6","0"

"1085008","6","1"

"1085009","12","0"

"1085012","5","0"

"1085013","5","0"

"1085015","3","0"

"1085007","9","0"

"1085017","6","0"

"1085018","7","0"

"1085019","5","0"

"1085020","4","1"

"1085021","2","1"

"1085022","1","0"

"1085023","3","0"

"1085099","42","10"

"1085100","36","7"

"1085101","39","4"

"1085102","14","0"

"1085103","32","0"

"1085104","12","11"

"1085105","16","3"

"1085106","31","1"

"1085107","49","5"

"1085108","12","0"

"1085094","8","1"

"1085081","2","0"

"1085082","41","0"

"1085083","7","0"

"1085084","36","0"

"1085085","4","0"

"1085086","36","0"

"1085087","3","0"

"1085089","4","0"

"1085090","36","0"

"1085091","36","0"

"1085092","36","0"

"1085093","13","0"

"1085088","36","0"

"1085070","11","0"

"1085071","28","0"

"1085072","7","0"

"1085073","17","0"

"1085074","12","0"

"1085075","11","0"
"1085076","12","0"

"1085077","8","0"

"1085078","27","0"

"1085079","36","0"

"1085080","28","0"

"1085069","7","0"

"1085068","24","0"

"1085049","8","0"

"1085050","7","0"

"1085051","5","0"

"1085052","5","0"

"1085053","5","0"

"1085054","6","0"

"1085055","6","0"

"1085059","36","0"

"1085061","36","0"

"1085062","40","0"

"1085063","4","0"

"1085064","11","0"

"1085065","16","0"

"1085066","6","0"

"1085067","9","0"

"1085060","22","0"

"1085041","6","0"

"1085042","5","0"

"1085043","6","0"

"1085044","6","0"

"1085045","7","0"

"1085046","4","0"

"1085047","4","0"

"1085048","9","0"

"1085152","18","0"

"1084848","19","0"

"1084847","12","0"

"1084849","7","0"

"1084850","34","0"

"1084851","171","4"

"1084852","73","0"

"1084854","55","3"

"1084855","26","0"

"1084856","62","0"

"1084857","21","0"

"1084853","114","0"

"1084858","29","0"

"1084859","3","0"

"1084829","9","0"

"1084830","12","0"

"1084831","12","0"

"1084832","38","0"

"1084833","27","0"

"1084834","39","0"

"1084835","70","0"

"1084836","29","0"

"1084837","1","0"

"1084838","3","0"
"1084839","3","0"

"1084840","3","0"

"1084841","4","0"

"1084842","1","0"

"1084843","2","0"

"1084845","3","0"

"1084828","2","0"

"1084827","8","0"

"1084826","32","0"

"1084825","17","0"

"1084824","2","0"

"1084823","2","0"

"1084822","2","0"

"1084808","2","0"

"1084809","2","0"

"1084807","2","0"

"1084806","2","0"

"1084805","2","0"

"1084804","2","0"

"1084803","3","1"

"1084802","2","0"

"1084801","2","0"

"1084800","2","0"

"1084799","2","0"

"1084798","2","0"

"1084797","2","0"

"1084796","4","0"

"1084810","2","0"

"1084821","2","0"

"1084820","2","0"

"1084819","14","0"

"1084818","16","0"

"1084817","8","2"

"1084816","14","1"

"1084815","12","0"

"1084814","14","0"

"1084813","2","0"

"1084812","1","0"

"1084811","2","0"

"1084789","4","0"

"1084795","2","0"

"1084794","3","0"

"1084793","2","0"

"1084792","2","0"

"1084791","1","0"

"1084790","2","0"

"1085202","2","0"

"1085252","14","0"

"1085273","5","0"

"1085272","5","0"

"1085271","6","0"

"1085270","4","0"

"1085269","2","0"

"1085268","3","0"

"1085267","6","0"
"1085266","5","0"

"1085260","6","0"

"1085259","3","0"

"1085258","3","0"

"1085257","6","0"

"1085256","6","0"

"1085255","6","0"

"1085254","1","0"

"1085302","17","0"

"1085305","4","0"

"1085404","2","0"

"1085405","12","0"

"1085406","9","0"

"1085411","1","0"

"1085415","32","0"

"1085419","2","0"

"1085420","25","2"

"1085421","3","1"

"1085423","5","0"

"1085424","18","1"

"1085559","11","0"

"1085561","10","0"

"1085563","10","1"

"1085564","34","0"

"1085565","43","4"

"1085566","3","0"

"1085567","14","1"

"1085294","199","0"

"1085292","18","0"

"1085291","27","0"

"1085290","22","0"

"1085289","7","1"

"1085288","13","0"

"1085286","5","0"

"1085284","1","0"

"1085354","8","0"

"1085352","25","1"

"1085295","236","1"

"1085296","137","0"

"1085297","212","0"

"1085298","211","0"

"1085299","211","0"

"1085301","100","0"

"1085353","1","4"

"1085283","5","1"

"1085281","12","1"

"1085280","11","3"

"1085279","37","0"

"1085278","28","0"

"1085277","72","0"

"1085546","3","1"

"1085545","10","0"

"1085544","7","0"

"1085543","8","0"

"1085525","10","1"
"1085524","8","1"

"1085526","4","1"

"1085527","5","1"

"1085528","4","0"

"1085529","4","0"

"1085530","4","0"

"1085533","5","1"

"1085534","5","0"

"1085535","5","0"

"1085536","5","1"

"1085537","8","0"

"1085538","6","0"

"1085539","6","0"

"1085540","8","0"

"1085541","9","0"

"1085542","10","0"

"1085523","9","1"

"1085532","50","0"

"1085518","7","0"

"1085519","5","0"

"1085521","7","0"

"1085522","9","0"

"1085520","6","0"

"1085504","2","0"

"1085505","5","0"

"1085506","14","0"

"1085507","8","2"

"1085508","12","1"

"1085509","6","4"

"1085510","2","0"

"1085511","4","0"

"1085512","2","0"

"1085513","9","0"

"1085514","5","0"

"1085515","3","0"

"1085517","6","0"

"1085548","25","0"

"1085613","1","0"

"1085603","4","2"

"1085608","11","0"

"1085610","3","0"

"1085098","18","0"

"1085097","2","0"

"1085096","3","0"

"1085095","7","0"

"1085006","26","0"

"1085005","8","0"

"1085004","10","0"

"1085729","5","0"

"1085725","7","0"

"1085726","3","0"

"1085727","13","0"

"1085728","12","1"

"1085730","3","0"

"1085731","2","0"
"1085732","8","0"

"1085733","5","0"

"1085734","9","0"

"1085735","4","0"

"1085736","7","0"

"1085737","8","0"

"1085738","8","0"

"1085739","12","0"

"1085716","30","0"

"1085722","5","0"

"1085721","7","0"

"1085720","11","0"

"1085719","1","0"

"1085718","66","0"

"1085717","53","0"

"1085704","41","1"

"1085692","18","0"

"1085693","4","1"

"1085694","8","1"

"1085695","13","3"

"1085698","5","0"

"1085699","14","0"

"1085701","12","1"

"1085702","8","0"

"1085703","15","3"

"1085705","1","1"

"1085706","0","1"

"1085707","11","4"

"1085708","9","1"

"1085709","11","0"

"1085710","14","0"

"1085711","17","0"

"1085713","10","3"

"1085714","52","1"

"1085715","35","1"

"1085691","11","0"

"1085743","7","62"

"1085753","3","0"

"1085760","33","15"

"1085759","41","8"

"1085758","36","1"

"1085756","87","1"

"1085755","116","0"

"1085754","62","0"

"1085752","4","1"

"1085751","2","0"

"1085750","36","0"

"1085749","10","2"

"1085746","2","0"

"1085745","1","0"

"1085744","89","0"

"1085003","9","3"

"1085763","5","0"

"1085764","101","0"

"1085769","19","2"
"1085770","7","0"

"1085771","15","0"

"1085772","5","1"

"1085773","17","1"

"1085774","6","1"

"1085775","6","5"

"1085776","5","0"

"1085767","29","0"

"1084234","12","0"

"1084235","4","0"

"1084236","10","1"

"1084237","5","0"

"1084238","1","0"

"1084239","7","2"

"1085002","11","0"

"1085757","61","0"

"1085938","68","0"

"1085939","70","0"

"1085940","71","0"

"1085941","71","0"

"1085942","40","0"

"1085943","71","0"

"1085923","19","0"

"1085924","16","0"

"1085925","14","0"

"1085926","22","0"

"1085927","24","0"

"1085928","13","0"

"1085929","15","0"

"1085930","18","0"

"1085931","15","0"

"1085932","68","0"

"1085933","64","0"

"1085934","71","0"

"1085935","43","0"

"1085936","69","0"

"1085937","72","0"

"1085908","11","0"

"1085909","8","0"

"1085910","10","0"

"1085911","16","0"

"1085912","10","0"

"1085913","16","0"

"1085914","14","0"

"1085915","21","0"

"1085916","7","0"

"1085917","9","0"

"1085918","6","0"

"1085919","12","0"

"1085920","23","0"

"1085921","28","0"

"1085922","12","0"

"1085894","15","1"

"1085895","7","1"

"1085896","6","0"
"1085897","15","0"

"1085898","6","0"

"1085899","13","0"

"1085900","8","0"

"1085901","13","1"

"1085902","7","0"

"1085903","9","0"

"1085904","20","0"

"1085905","12","0"

"1085906","8","0"

"1085907","5","0"

"1085881","7","0"

"1085882","16","0"

"1085883","49","0"

"1085884","5","1"

"1085885","7","0"

"1085886","4","1"

"1085887","3","0"

"1085889","11","0"

"1085890","11","0"

"1085892","12","0"

"1085893","5","0"

"1085868","2","0"

"1085869","42","0"

"1085870","45","0"

"1085871","11","0"

"1085872","17","0"

"1085873","11","0"

"1085874","11","0"

"1085875","14","0"

"1085876","11","0"

"1085877","50","0"

"1085878","10","0"

"1085879","10","0"

"1085880","45","0"

"1085853","12","0"

"1085854","12","0"

"1085855","16","0"

"1085856","12","0"

"1085857","5","0"

"1085859","9","0"

"1085860","9","0"

"1085861","10","1"

"1085862","9","0"

"1085863","7","0"

"1085864","9","0"

"1085865","11","2"

"1085866","3","0"

"1085867","7","1"

"1085789","11","0"

"1085790","15","0"

"1085791","11","0"

"1085792","12","0"

"1085793","11","0"

"1085794","12","0"
"1085795","9","0"

"1085796","8","0"

"1085797","16","0"

"1085798","10","0"

"1085799","9","0"

"1085800","11","0"

"1085801","46","0"

"1085852","48","0"

"1085777","45","0"

"1085778","7","1"

"1085779","13","0"

"1085780","37","0"

"1085781","2","0"

"1085782","6","2"

"1085783","12","0"

"1085784","11","0"

"1085785","25","2"

"1085786","49","0"

"1085787","12","0"

"1085788","47","0"

"1086080","43","1"

"1086081","9","0"

"1086024","11","0"

"1086201","8","0"

"1086022","12","0"

"1086021","11","0"

"1086020","15","0"

"1086019","14","0"

"1086018","14","0"

"1086017","6","0"

"1086016","16","0"

"1086015","13","0"

"1086014","19","3"

"1086004","7","0"

"1086013","29","0"

"1086012","12","2"

"1086011","25","1"

"1086010","8","0"

"1086009","13","0"

"1086008","17","0"

"1086007","18","0"

"1086006","14","0"

"1086005","14","0"

"1086160","1","0"

"1086159","11","2"

"1086158","1","1"

"1086153","30","0"

"1086049","18","0"

"1086050","23","0"

"1086051","20","0"

"1086152","23","1"

"1086154","28","0"

"1086155","6","0"

"1086156","4","0"

"1086043","21","0"
"1086048","32","0"

"1086047","16","0"

"1086046","18","0"

"1086045","30","1"

"1086044","37","0"

"1086042","13","1"

"1086041","19","2"

"1086040","22","1"

"1086039","29","1"

"1086038","29","1"

"1086037","31","0"

"1086025","7","0"

"1086026","9","0"

"1086027","5","1"

"1086028","8","0"

"1086029","11","0"

"1086030","24","0"

"1086031","27","0"

"1086033","20","1"

"1086034","15","0"

"1086035","29","0"

"1086036","31","0"

"1086023","45","2"

"1086170","9","1"

"1086177","35","0"

"1086176","35","0"

"1086175","30","0"

"1086174","34","0"

"1086173","3","1"

"1086172","19","1"

"1086161","6","2"

"1086168","63","0"

"1086167","12","0"

"1086166","4","0"

"1086165","8","0"

"1086163","2","0"

"1086162","6","0"

"1086192","58","0"

"1086200","30","1"

"1086198","53","0"

"1086197","42","0"

"1086196","78","0"

"1086195","2","0"

"1086194","12","0"

"1086193","51","1"

"1086191","59","0"

"1086190","62","0"

"1086183","53","0"

"1086189","54","0"

"1086188","37","0"

"1086187","55","0"

"1086186","60","0"

"1086185","48","0"

"1086184","54","0"

"1086227","17","0"
"1086226","36","0"

"1086225","31","0"

"1086224","34","0"

"1086223","70","0"

"1086222","31","0"

"1086221","37","0"

"1086220","49","0"

"1086219","72","0"

"1086218","62","0"

"1086217","32","0"

"1086228","20","1"

"1086229","147","1"

"1086230","186","0"

"1086231","187","0"

"1086232","348","0"

"1086205","46","1"

"1086204","18","0"

"1086216","26","0"

"1086215","66","0"

"1086214","69","0"

"1086213","39","0"

"1086212","51","0"

"1086211","4","1"

"1086210","7","0"

"1085966","22","0"

"1085965","17","0"

"1085964","25","0"

"1085963","36","0"

"1085962","324","30"

"1085961","82","3"

"1085958","41","2"

"1085960","1","1"

"1085959","7","0"

"1085957","14","4"

"1085956","39","0"

"1085955","5","0"

"1085954","12","0"

"1085953","5","0"

"1085952","57","1"

"1085951","66","0"

"1085949","11","0"

"1085948","6","0"

"1085944","52","0"

"1085947","19","0"

"1085946","8","0"

"1086306","34","0"

"1086332","6","0"

"1086322","12","0"

"1086331","12","0"

"1086330","12","0"

"1086329","6","0"

"1086328","6","0"

"1086327","6","0"

"1086326","6","0"

"1086325","6","0"
"1086324","12","0"

"1086323","60","0"

"1086344","3","0"

"1086333","6","0"

"1086334","6","0"

"1086335","6","0"

"1086336","9","0"

"1086337","51","0"

"1086338","36","2"

"1086339","34","0"

"1086340","27","5"

"1086341","17","2"

"1086342","30","2"

"1086343","4","0"

"1086346","44","1"

"1086345","64","0"

"1086321","12","0"

"1086302","4","1"

"1086303","7","1"

"1086304","15","0"

"1086307","7","0"

"1086308","18","0"

"1086309","39","0"

"1086310","18","0"

"1086311","11","0"

"1086312","69","0"

"1086313","5","0"

"1086314","12","1"

"1086315","8","0"

"1086316","50","0"

"1086317","17","0"

"1086318","4","1"

"1086319","48","0"

"1086320","12","0"

"1086305","22","1"

"1086261","1","0"

"1086180","39","0"

"1086179","39","0"

"1086182","13","0"

"1086181","51","0"

"1086178","50","0"

"1086347","9","0"

"1086348","9","0"

"1086349","10","0"

"1086350","85","1"

"1086351","46","3"

"1086352","43","4"

"1086353","10","1"

"1086354","21","1"

"1086355","73","1"

"1086270","9","0"

"1086271","21","3"

"1086390","7509","308"

"1086391","640","103"

"1086371","7","1"
"1086383","9","0"

"1086382","9","0"

"1086381","7","0"

"1086380","16","0"

"1086379","11","0"

"1086377","6","0"

"1086376","12","0"

"1086375","8","0"

"1086374","6","0"

"1086373","10","0"

"1086372","4","0"

"1086370","16","0"

"1086369","7","0"

"1086368","9","0"

"1086367","8","0"

"1086366","10","0"

"1086365","7","0"

"1086356","0","0"

"1086364","0","0"

"1086363","0","0"

"1086362","0","0"

"1086361","0","0"

"1086360","0","0"

"1086359","0","0"

"1086358","0","0"

"1086357","0","0"

"1086387","15","2"

"1086388","17","1"

"1086392","405","4"

"1086393","6921","18"

"1086394","148","20"

"1086400","1583","64"

"1086401","66","0"

"1086402","488","3"

"1086406","926","16"

"1086405","706","31"

"1086404","644","10"

"1086403","356","0"

"1086283","35","3"

"1086284","6","1"

"1086285","16","1"

"1086286","5","1"

"1086416","18","0"

"1086417","14","0"

"1086418","12","0"

"1086423","14","2"

"1086424","31","0"

"1086419","47","0"

"1086420","12","1"

"1086421","23","0"

"1086422","5","1"

"1086509","78","1"

"1086507","45","4"

"1086502","98","1"

"1086503","182","0"
"1086504","356","5"

"1086505","59","16"

"1086506","103","2"

"1086508","44","1"

"1086510","101","9"

"1086462","3","0"

"1086473","7","1"

"1086474","1","0"

"1086566","42","0"

"1086578","201","0"

"1086577","184","2"

"1086576","191","1"

"1086575","316","3"

"1086574","42","0"

"1086573","29","4"

"1086572","49","1"

"1086571","36","3"

"1086570","60","0"

"1086569","29","0"

"1086568","56","0"

"1086567","20","0"

"1086565","60","0"

"1086564","61","0"

"1086552","54","3"

"1086563","27","1"

"1086562","25","0"

"1086561","80","0"

"1086560","53","0"

"1086559","51","0"

"1086558","76","0"

"1086557","62","0"

"1086556","33","0"

"1086555","51","0"

"1086554","56","1"

"1086553","58","0"

"1086602","16","0"

"1086603","5","0"

"1086611","3","0"

"1086612","15","0"

"1085888","40","0"

"1086622","1","0"

"1086625","4","0"

"1086626","5","0"

"1086627","2","0"

"1086630","2","0"

"1086633","6","1"

"1086635","1","0"

"1086636","6","0"

"1086583","101","0"

"1086590","148","2"

"1086591","194","0"

"1086592","251","0"

"1086593","196","1"

"1086594","399","0"

"1086584","186","1"
"1086585","153","0"

"1086586","108","0"

"1086588","142","11"

"1086589","63","1"

"1086580","48","0"

"1086581","95","1"

"1086582","34","0"

"1086579","70","1"

"1086688","4","0"

"1086693","2","0"

"1086697","1","0"

"1086698","2","0"

"1086701","4","0"

"1086742","3","0"

"1086745","2","0"

"1086852","6","0"

"1086807","16","2"

"1086808","90","4"

"1086811","2","0"

"1086853","4","0"

"1086854","12","1"

"1086824","2","0"

"1086857","6","0"

"1086858","6","0"

"1086860","6","0"

"1086862","6","0"

"1086866","6","0"

"1086863","6","0"

"1086867","5","0"

"1086871","7","1"

"1086865","6","0"

"1086869","6","0"

"1086870","7","0"

"1086879","7","0"

"1086881","4","0"

"1086873","6","0"

"1086872","11","0"

"1086884","8","0"

"1086875","7","0"

"1086889","6","0"

"1086885","8","0"

"1086874","7","0"

"1086892","8","0"

"1086878","7","0"

"1086876","7","0"

"1086893","5","0"

"1086895","7","0"

"1086896","5","0"

"1086877","7","0"

"1086898","7","2"

"1086903","5","0"

"1086907","6","0"

"1086897","3","0"

"1086880","8","0"

"1086905","6","0"
"1086910","2","0"

"1086901","2","0"

"1086882","4","0"

"1086911","5","0"

"1086906","6","0"

"1086900","8","0"

"1086909","6","0"

"1086908","3","0"

"1086912","10","0"

"1086920","5","0"

"1086923","6","0"

"1086916","4","0"

"1086928","6","0"

"1086922","5","0"

"1086931","7","0"

"1086917","6","0"

"1086932","4","0"

"1086924","5","0"

"1086937","5","0"

"1086918","4","1"

"1086935","6","0"

"1086938","3","0"

"1086925","3","0"

"1086941","6","0"

"1086950","6","0"

"1086940","6","0"

"1086951","6","0"

"1086927","6","0"

"1086946","8","0"

"1086947","6","0"

"1086953","6","0"

"1086955","6","0"

"1086930","8","0"

"1086949","6","0"

"1086954","2","0"

"1086957","5","0"

"1086956","6","0"

"1086934","3","0"

"1086960","5","0"

"1086958","6","0"

"1086936","5","0"

"1086973","6","0"

"1086969","3","0"

"1086959","6","0"

"1086939","6","0"

"1086970","6","0"

"1086963","6","0"

"1086981","4","0"

"1086952","2","0"

"1086964","6","0"

"1086974","5","0"

"1086961","6","0"

"1086971","6","0"

"1086993","6","0"

"1086978","4","0"
"1086962","6","0"

"1086998","6","0"

"1086988","6","0"

"1086979","6","0"

"1086966","6","0"

"1086989","6","0"

"1086980","6","0"

"1086967","4","0"

"1086982","6","0"

"1086991","6","0"

"1086972","6","0"

"1086975","3","0"

"1087009","6","0"

"1086985","4","0"

"1087019","5","0"

"1086992","6","0"

"1087012","5","0"

"1086984","5","0"

"1087028","81","4"

"1087029","2","4"

"1086986","6","0"

"1086997","6","0"

"1086859","6","0"

"1087018","5","0"

"1086990","6","0"

"1086999","6","0"

"1086861","5","0"

"1087030","190","11"

"1087004","6","0"

"1086995","6","0"

"1086864","6","2"

"1087008","6","0"

"1086996","6","0"

"1086868","8","0"

"1087000","6","0"

"1087010","5","0"

"1086883","5","0"

"1087001","6","0"

"1087014","5","0"

"1086886","8","0"

"1087002","6","0"

"1087016","5","0"

"1086887","8","0"

"1087006","5","0"

"1087017","6","0"

"1087026","21","0"

"1086888","8","0"

"1087011","5","0"

"1086890","6","0"

"1087020","5","0"

"1086891","8","0"

"1087021","6","0"

"1086894","8","0"

"1087022","5","0"

"1086899","7","0"
"1087023","5","0"

